"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000140563",517.575834382454,2.78089851513699,1.41067013678067,1.9713315272154,NA,NA
"ENSG00000106341",125.894930245788,4.10868255942259,1.27642657971598,3.21889454882459,NA,NA
"ENSG00000110887",106.98524240542,4.98795762817241,1.41517583503301,3.52462040736871,NA,NA
"ENSG00000123838",210.127023427177,2.50436835949795,1.55588054306956,1.60961480664649,NA,NA
"ENSG00000178602",189.405965498416,3.59806842888722,1.15662030419961,3.11084667615022,0.00186551774388336,0.0171300403772772
"ENSG00000175868",155.264332360589,3.82649487510515,1.6859408352534,2.26964956011047,NA,NA
"ENSG00000197594",786.335910172278,2.53757531636677,1.24688665703981,2.03512909697112,NA,NA
"ENSG00000169248",545.197771541887,3.7389462795072,1.33608208909327,2.79844053747073,0.00513500232900545,0.022659216626405
"ENSG00000047936",368.55369052127,5.92348712993035,1.68026397338067,3.52533127161703,NA,NA
"ENSG00000177508",780.541464331159,2.83943037506073,1.32885157107607,2.13675510257434,NA,NA
"ENSG00000006128",745.79978677802,2.16258633446756,1.18150726801019,1.83036227793133,0.0671957844600013,0.12560140711109
"ENSG00000122133",377.285534037614,7.56298572880001,1.81918726192525,4.15734316476912,NA,NA
"ENSG00000211677",435.809656055425,2.23904021770781,1.43353532029675,1.56190097725971,0.118311318238945,0.181715726355948
"ENSG00000170421",791.604029467624,5.21554287006373,1.49357829588012,3.49197821396459,NA,NA
"ENSG00000239855",239.016542592363,6.15484565736916,1.77941013525238,3.45892469388245,NA,NA
"ENSG00000156234",448.974818939454,4.11047626374918,1.45542500601188,2.82424463422723,0.0047392196989841,0.0213753270107756
"ENSG00000137809",2338.71244622902,2.87618031943733,1.36099963289285,2.11328515447423,NA,NA
"ENSG00000213139",1099.71400018086,2.89522433206054,1.2171672506863,2.37865776492759,0.017375799712815,0.0488269212669648
"ENSG00000132465",1547.62371936829,2.00022166317186,1.53831026378887,1.30027193489907,0.193507783443067,0.25255945444682
"ENSG00000138755",2331.48361714057,4.64105834937285,1.48211752100945,3.13137000513419,NA,NA
"ENSG00000141469",1125.95618296923,3.56337648671603,1.15435181620579,3.08690681358166,0.00202250988863099,0.0171300403772772
"ENSG00000170290",1794.28534155217,2.25986271861769,1.33050500073307,1.69849998111436,0.0894134362483216,0.154390902341822
"ENSG00000129038",4547.0249745125,2.65006246280091,1.438842206321,1.8418020066126,NA,NA
"ENSG00000211897",1132.2886585376,3.37071008004359,1.54723842897263,2.17853306699585,NA,NA
"ENSG00000114270",5056.384020871,2.9787843314571,1.4843587021284,2.00678200436719,NA,NA
"ENSG00000169245",3866.6573228044,4.12135260544014,1.32462068671987,3.11134549441906,0.00186236903922056,0.0171300403772772
"ENSG00000101825",7955.84786763738,2.14046022847346,1.5062183774979,1.42108226831568,NA,NA
"ENSG00000175356",2461.04658652153,2.42653726691474,1.21045236498121,2.00465324957452,NA,NA
"ENSG00000211896",3934.61080844244,2.21827101845683,1.35543293652102,1.6365774791857,0.101718784452748,0.166340129869788
"ENSG00000175782",7041.44416384664,2.89391521315235,1.27983240764527,2.26116731836537,NA,NA
"ENSG00000137441",3137.6873378733,3.16508488811014,1.60736464463716,1.969114412632,NA,NA
"ENSG00000111581",10779.6287067348,2.85031947442144,1.32135108079537,2.15712501836054,NA,NA
"ENSG00000132434",17611.5124804698,2.8978223584477,1.20044735869284,2.4139520466796,0.0157805390951576,0.0476846724831935
"ENSG00000135679",17617.4871330569,2.46230622211508,1.26266923871856,1.95008015291003,NA,NA
"ENSG00000132432",21602.9165025471,2.69891338041073,1.13635693647689,2.37505777786539,0.0175462034005708,0.0488269212669648
"ENSG00000163359",22103.4013006618,3.71826659892604,1.4580850764144,2.55010263740554,NA,NA
"ENSG00000130635",28334.9264685151,3.12422651015658,1.44789289479628,2.15777459878769,NA,NA
"ENSG00000108821",109219.839049264,3.09155051510894,1.47814680118055,2.09150438416523,NA,NA
